review_status,final_tier,rule_id,rule_type,critical_extracted,confidence,pine_coverage_extracted,normalized_rule,source_file,timestamp,final_pine_coverage,notes
needs_review,,skip_033,skip_condition,True,medium,ambiguous,course if that's some massive news event.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,75:32,,
needs_review,,skip_038,skip_condition,True,medium,ambiguous,can turn on that USD news is not on this.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,77:01,,
needs_review,,skip_041,skip_condition,True,medium,ambiguous,much happening so these news events were.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,83:32,,
needs_review,,skip_044,skip_condition,True,medium,ambiguous,trading yeah I might as well skip over a.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,93:12,,
needs_review,,skip_046,skip_condition,True,medium,ambiguous,terms of news don't think we really have.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,04:14,,
needs_review,,skip_049,skip_condition,True,medium,ambiguous,cameras news stations like constantly so.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,96:41,,
needs_review,,skip_050,skip_condition,True,medium,ambiguous,"if you see me skipping, that's why. It's.",89% Winrate Day Trading Backtesting Session.txt,00:55,,
needs_review,,skip_069,skip_condition,True,medium,ambiguous,the fact that it's like the biggest news.,91% Winrate Day Trading Backtest Session.txt,58:30,,
needs_review,,skip_070,skip_condition,True,medium,ambiguous,Nope. It's going to be a huge news event.,91% Winrate Day Trading Backtest Session.txt,63:40,,
needs_review,,skip_075,skip_condition,True,medium,ambiguous,news coming out any second. It should be.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,03:42,,
needs_review,,skip_077,skip_condition,True,medium,ambiguous,made at the moment because I don't trade.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,06:27,,
needs_review,,bad_036,bad_market_condition,True,medium,ambiguous,"pips. So well within that seven pip range. Now, if I draw seven pips on this, that'll be much too far visually,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,15:08,,
needs_review,,bad_008,bad_market_condition,True,medium,ambiguous,much just showing a complete range. Just.,91% Winrate Day Trading Backtest Session.txt,32:20,,
needs_review,,bad_024,bad_market_condition,True,medium,ambiguous,"really nice. bit choppy around here, but.",Live Trading 'Liquidity Supply & Demand'  ForexFutures Day-Trading.txt,26:07,,
needs_review,,bad_032,bad_market_condition,True,medium,ambiguous,"Um, I'm going to go driving range later,.","Making $2,706 in 17 Minutes  Live Supply & Demand Forex Trading.txt",06:16,,
needs_review,,bad_034,bad_market_condition,True,medium,ambiguous,just see that orange car? I think that's.,"Making $2,706 in 17 Minutes  Live Supply & Demand Forex Trading.txt",07:40,,
needs_review,,bad_035,bad_market_condition,True,medium,ambiguous,lead to choppy price action. Like I just.,My Incredibly Easy 5 Minute Scalping Strategy (Full Course).txt,19:04,,
needs_review,,bad_018,bad_market_condition,True,medium,ambiguous,range. This is an area of consolidation.,How To Trade Forex For Beginners in 2025 (Full Guide).txt,16:13,,
needs_review,,bad_019,bad_market_condition,True,medium,ambiguous,"marked out the range, that is technical.",How To Trade Forex For Beginners in 2025 (Full Guide).txt,18:43,,
needs_review,,bad_020,bad_market_condition,True,medium,ambiguous,"that orange button. And just like that,.",How To Trade Forex For Beginners in 2025 (Full Guide).txt,34:50,,
needs_review,,bad_021,bad_market_condition,True,medium,ambiguous,well as the fact that during bad market.,I Optimized The 5m Timeframe To Make it OP - RD Concepts.txt,01:54,,
needs_review,,bad_022,bad_market_condition,True,medium,ambiguous,"bit strange on here, but you can see we.",Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,09:16,,
needs_review,,bad_026,bad_market_condition,True,medium,ambiguous,That's like the biggest range I've seen.,Live Trading 'Liquidity Supply & Demand'  ForexFutures Day-Trading.txt,35:40,,
needs_review,,bad_027,bad_market_condition,True,medium,ambiguous,levels range bound it's quite different.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,10:37,,
needs_review,,bad_037,bad_market_condition,True,medium,ambiguous,"recently, alongside some strange market.",This Strategy Is Ridiculous on The 5m Timeframe.txt,00:07,,
needs_review,,bad_038,bad_market_condition,True,medium,ambiguous,"community, which ranges from, you know,.",you underestimate what it takes to turn profitable in Day Trading.txt,05:09,,
needs_review,,bad_001,bad_market_condition,True,medium,ambiguous,here 100 112 above 1 to2 range already.,"1 week, 8 trades, 10.5% - Live Trade Recordings.txt",24:58,,
needs_review,,bad_007,bad_market_condition,True,medium,ambiguous,but here kind of looking pretty choppy.,91% Winrate Day Trading Backtest Session.txt,23:22,,
needs_review,,bad_011,bad_market_condition,True,medium,ambiguous,see is just really really choppy price.,A+ Trading Strategy The Ultimate Checklist.txt,06:24,,
needs_review,,bad_014,bad_market_condition,True,medium,ambiguous,"strange, but I don't think it was like.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,26:08,,
needs_review,,bad_025,bad_market_condition,True,medium,ambiguous,"I look deranged, bro. I need to hop in.",Live Trading 'Liquidity Supply & Demand'  ForexFutures Day-Trading.txt,31:01,,
needs_review,,bad_028,bad_market_condition,True,medium,ambiguous,of the range is up here so we had more.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,85:32,,
needs_review,,bad_005,bad_market_condition,True,medium,ambiguous,super choppy price action on this day.,89% Winrate Day Trading Backtesting Session.txt,22:43,,
needs_review,,bad_029,bad_market_condition,True,medium,ambiguous,was the top of the range and it looks.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,91:31,,
needs_review,,bad_010,bad_market_condition,True,medium,ambiguous,"choppy, too. I mean, it's wicks both.",91% Winrate Day Trading Backtest Session.txt,56:46,,
needs_review,,bad_030,bad_market_condition,True,medium,ambiguous,the range there's potential for some.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,91:39,,
needs_review,,ses_022,session_rule,False,high,ambiguous,120:20 session uh they can always trades.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,ses_178,session_rule,False,low,ambiguous,tends to have good trades from your back testing. For me I like Asia session pre-London works very well for me. And.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,31:16,,
needs_review,,ses_020,session_rule,False,low,ambiguous,116:46 really outside of my session outside my.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,ses_109,session_rule,False,low,ambiguous,"116:25 session, so I can put it back on. Gold.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,ses_057,session_rule,False,low,ambiguous,">> Yeah. Yeah, that's the time session I am.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,37:27,,
needs_review,,ses_060,session_rule,False,low,ambiguous,">> Oh, wait. That was way before my session.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,48:34,,
needs_review,,ses_054,session_rule,False,low,ambiguous,">> It's in our session. Oh, we're actually.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,35:51,,
needs_review,,ses_056,session_rule,False,low,ambiguous,">> Yeah, kind of. session do you trade now.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,36:49,,
needs_review,,ses_061,session_rule,False,low,ambiguous,>> One of those session indicators just so.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,52:01,,
needs_review,,ses_110,session_rule,False,low,ambiguous,118:34 of this trading session now though.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,ses_005,session_rule,False,low,ambiguous,"So maybe later in the afternoon session,.","1 week, 8 trades, 10.5% - Live Trade Recordings.txt",42:54,,
needs_review,,ses_010,session_rule,False,low,ambiguous,session that I couldn't take which might.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,64:02,,
needs_review,,ses_013,session_rule,False,low,ambiguous,the session so we'll see what happens in.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,04:12,,
needs_review,,ses_025,session_rule,False,low,ambiguous,That's the volume session profile that's.,89% Winrate Day Trading Backtesting Session.txt,01:18,,
needs_review,,ses_030,session_rule,False,low,ambiguous,"yeah, that's the end of our session. 80%.",89% Winrate Day Trading Backtesting Session.txt,20:09,,
needs_review,,ses_046,session_rule,False,low,ambiguous,getting to the end of our session. Doubt.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,11:19,,
needs_review,,ses_051,session_rule,False,low,ambiguous,coming later in our session and point of.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,25:23,,
needs_review,,ses_064,session_rule,False,low,ambiguous,"makes sense post session now. All right,.",89% Winrate Trading Strategy - Live Backtest with My Discord.txt,54:38,,
needs_review,,ses_083,session_rule,False,low,ambiguous,"it's like New York Stock Exchange. Yeah,.",91% Winrate Day Trading Backtest Session (NAS100 5M).txt,23:50,,
needs_review,,ses_085,session_rule,False,low,ambiguous,"New York Stock Exchange did help us out,.",91% Winrate Day Trading Backtest Session (NAS100 5M).txt,26:16,,
needs_review,,ses_087,session_rule,False,low,ambiguous,"lower. It's actually the end of session,.",91% Winrate Day Trading Backtest Session.txt,05:37,,
needs_review,,ses_102,session_rule,False,low,ambiguous,"actually a bad session, though. Uh, once.",91% Winrate Day Trading Backtest Session.txt,74:14,,
needs_review,,ses_105,session_rule,False,low,ambiguous,stream. I triggered all sessions anytime.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,44:00,,
needs_review,,ses_107,session_rule,False,low,ambiguous,New York session is just not great. It's.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,67:53,,
needs_review,,ses_113,session_rule,False,low,ambiguous,"session volume profile, which is the new.","How I Made $6,320 on One Trade this Week (5m TF Breakdown).txt",05:37,,
needs_review,,trd_227,trend_rule,True,high,ambiguous,"because they're always changing. So next rule is check trend. Now, the five minute strategy is interesting because.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,13:39,,
needs_review,,trd_091,trend_rule,True,high,ambiguous,must always follow the overall trend now.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,33:07,,
needs_review,,trd_156,trend_rule,True,high,ambiguous,"trend. So, it's always important to zoom.",Live Trade Breakdown - 7.5% on GbpJpy (Realistic Strategy).txt,01:15,,
needs_review,,trd_163,trend_rule,True,high,ambiguous,weight. Overall trend is always going to.,Live Trade Breakdown - 7.5% on GbpJpy (Realistic Strategy).txt,11:06,,
needs_review,,trd_019,trend_rule,True,high,ambiguous,never ever consider Trend you can still.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,11:01,,
needs_review,,trd_095,trend_rule,True,high,ambiguous,always being in trend is important for.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,34:04,,
needs_review,,trd_096,trend_rule,True,high,ambiguous,we're trading in Trend only that means.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,36:08,,
needs_review,,trd_114,trend_rule,True,high,ambiguous,"trend even. So, you're always going to.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,64:30,,
needs_review,,trd_179,trend_rule,True,high,ambiguous,this Bas of trend only with what I'm.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,69:35,,
needs_review,,trd_162,trend_rule,True,high,ambiguous,overall trend is always the most.,Live Trade Breakdown - 7.5% on GbpJpy (Realistic Strategy).txt,10:58,,
needs_review,,trd_217,trend_rule,True,high,ambiguous,is always overall trend.,The Strategy That Just Makes Sense - 6 Simple 14 Trades In 1 Week.txt,11:19,,
needs_review,,trd_232,trend_rule,True,medium,ambiguous,"has a retracement and then taps a zone, this is not good. And you can sort of see this is now starting to form downtrend structure. So a lot more.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,36:26,,
needs_review,,trd_228,trend_rule,True,medium,ambiguous,"you technically don't have to trade with trend, but it's going to be a lot harder to be profitable if you don't do that,.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,13:45,,
needs_review,,trd_230,trend_rule,True,medium,ambiguous,out its own high you're kind of in that uptrend already but overall structure if you zoom out can make a big difference.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,14:10,,
needs_review,,trd_229,trend_rule,True,medium,ambiguous,taken at its own high or low a lot of the time is going to allow you to be in relative trend anyways because if you.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,13:59,,
needs_review,,trd_231,trend_rule,True,medium,ambiguous,"great. Top untap zone takes off for 1 to four. So those are the things you're looking for, right? Clear trend, nice.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,29:45,,
needs_review,,trd_033,trend_rule,True,medium,ambiguous,107:41 counter Trend at this point to be honest.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,trd_034,trend_rule,True,medium,ambiguous,112:04 Trend or just unclear you don't have to.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,trd_185,trend_rule,True,medium,ambiguous,103:50 things the trend obviously has to be in.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,trd_035,trend_rule,True,medium,ambiguous,112:06 know the trend Direction it looks very.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,trd_186,trend_rule,True,medium,ambiguous,105:24 in trend is really all I'm looking for.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,trd_168,trend_rule,True,medium,ambiguous,>> Yeah. Not that I'm using trend lines all.,Live Trading 'Liquidity Supply & Demand'  ForexFutures Day-Trading.txt,52:04,,
needs_review,,trd_039,trend_rule,True,medium,ambiguous,counter trend like [ __ ] and unemployment.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,65:00,,
needs_review,,trd_040,trend_rule,True,medium,ambiguous,>> This actually respects trend a lot more.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,81:57,,
needs_review,,trd_009,trend_rule,True,medium,ambiguous,taking Trends trades even until we break.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,35:53,,
needs_review,,sl_045,stop_loss_rule,True,high,ambiguous,"Yeah, we did. Never actually got stopped.",89% Winrate Day Trading Backtesting Session.txt,09:10,,
needs_review,,sl_052,stop_loss_rule,True,high,ambiguous,isn't going to stop us out. The only way.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,42:32,,
needs_review,,sl_049,stop_loss_rule,True,high,ambiguous,"Remember, we never got stopped out here.",89% Winrate Day Trading Backtesting Session.txt,40:02,,
needs_review,,sl_312,stop_loss_rule,True,high,ambiguous,small stop loss never really goes into.,Live trading GBPJPY - easy 15 using supply & demand + liquidity trading strategy (5m timeframe).txt,10:52,,
needs_review,,sl_320,stop_loss_rule,True,high,ambiguous,stopped out. Just always keep this in.,My Incredibly Easy 5 Minute Scalping Strategy (Full Course).txt,03:05,,
needs_review,,sl_168,stop_loss_rule,True,high,ambiguous,is always worth using a stop loss. I.,How To Trade Forex For Beginners in 2025 (Full Guide).txt,23:54,,
needs_review,,sl_197,stop_loss_rule,True,high,ambiguous,"determine our entry. As always, stop.",How to Enter a Trade the RIGHT Way (Entry Confirmations).txt,07:06,,
needs_review,,sl_053,stop_loss_rule,True,high,ambiguous,we stop us out is to invalidate the.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,42:35,,
needs_review,,sl_363,stop_loss_rule,True,medium,ambiguous,on that candle and have your stop loss simply above or below that candle's wick depending on if it's a demand or supply.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,17:28,,
needs_review,,sl_367,stop_loss_rule,True,medium,ambiguous,"stopped recording. So continuing from where I was yesterday, I was essentially saying for one candle liquidity, one of.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,27:32,,
needs_review,,sl_373,stop_loss_rule,True,medium,ambiguous,away. So I would have taken it close anyways. Uh it's just if the entry is a bit close to stop loss and especially if.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,34:47,,
needs_review,,sl_368,stop_loss_rule,True,medium,ambiguous,apply when the entry is potentially still close the stop loss. So right here you can see the first bearish close was.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,33:11,,
needs_review,,sl_370,stop_loss_rule,True,medium,ambiguous,close entry. This is very close to stop loss and the next candle is about to be a new 30inut candle which can bring.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,33:36,,
needs_review,,sl_365,stop_loss_rule,True,medium,ambiguous,let's say this was a new higher time frame candle. Then makes it stop wick into the zone right here. You can enter.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,24:16,,
needs_review,,sl_366,stop_loss_rule,True,medium,ambiguous,"my mic and camera stopped working. So, I guess it was just too much sauce. I couldn't drop that. Uh, the recording.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,25:17,,
needs_review,,sl_371,stop_loss_rule,True,medium,ambiguous,momentum can easily spike and stop us out very quickly. So on those I take patient entries. I'm cautious with them.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,33:42,,
needs_review,,sl_372,stop_loss_rule,True,medium,ambiguous,it to make its top wick just in case with that momentum it's going to make its top wick and instantly stop us out.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,33:56,,
needs_review,,sl_364,stop_loss_rule,True,medium,ambiguous,"So, it didn't really take advantage of much because it was so far away. I reduced the size of the stop loss to.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,20:04,,
needs_review,,sl_362,stop_loss_rule,True,medium,ambiguous,"like, stop using the numbers because gold for example, NAS 100, it's impossible to apply numbers to these.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,13:33,,
needs_review,,sl_369,stop_loss_rule,True,medium,ambiguous,a 25minut candle and that would put stop loss right here. So we were fairly close to the stop.,The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,33:17,,
needs_review,,sl_039,stop_loss_rule,True,medium,ambiguous,114:18 bu I stopped weight s training just for.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,sl_140,stop_loss_rule,True,medium,ambiguous,101:02 distance above so you don't get stopped.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,sl_143,stop_loss_rule,True,medium,ambiguous,117:28 the uh stop loss placement is bad and.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,sl_056,stop_loss_rule,True,medium,ambiguous,>> any potential winners. I want it to stop.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,80:35,,
needs_review,,sl_306,stop_loss_rule,True,medium,ambiguous,111:16 yes stop loss um the max stop loss I.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,tp_214,take_profit_rule,True,high,ambiguous,111:43 website. It's always got to be an app.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,tp_036,take_profit_rule,True,high,ambiguous,because always have Break Even after tp1.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,29:50,,
needs_review,,tp_152,take_profit_rule,True,high,ambiguous,well I always go to break even after tp1.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,39:20,,
needs_review,,tp_288,take_profit_rule,True,high,ambiguous,"take profit isn't always preferable, but.",Live Trading 'Liquidity Supply & Demand'  ForexFutures Day-Trading.txt,14:25,,
needs_review,,tp_180,take_profit_rule,True,high,ambiguous,TP. I'm always positive once in a trade.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,47:04,,
needs_review,,tp_224,take_profit_rule,True,high,ambiguous,"clear and mechanical TPS, I will always.",How I Increased My Win Rate Using Liquidity Supply & Demand Strategy.txt,05:22,,
needs_review,,tp_151,take_profit_rule,True,high,ambiguous,than always just going for massive TPS.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,39:14,,
needs_review,,tp_156,take_profit_rule,True,high,ambiguous,whenever you're taking a tp2 and I'll.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,40:31,,
needs_review,,tp_325,take_profit_rule,True,high,ambiguous,TP at the start least you really only.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,71:50,,
needs_review,,tp_045,take_profit_rule,True,high,ambiguous,only green candles here you get a TP.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,50:32,,
needs_review,,tp_186,take_profit_rule,True,high,ambiguous,"TP1 is always at the first high. So,.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,64:26,,
needs_review,,tp_391,take_profit_rule,True,high,ambiguous,hitting my TP. And I always wondered.,The Supply & Demand Strategy That Changed My Life (2026 Full Course).txt,03:56,,
needs_review,,tp_153,take_profit_rule,True,high,ambiguous,the table once you fit tp1 the only.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,39:28,,
needs_review,,tp_185,take_profit_rule,True,high,ambiguous,"GJ. 30 minute TP. Yeah, it's always.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,64:12,,
needs_review,,tp_053,take_profit_rule,True,high,ambiguous,TP always good.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,82:05,,
needs_review,,tp_405,take_profit_rule,True,medium,ambiguous,"behind it is very simple. And you know, you can see clean trades right here. All one to fours in terms of TP and.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,00:47,,
needs_review,,tp_056,take_profit_rule,True,medium,ambiguous,101:32 zone purely that was a TP wolves type of.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,tp_216,take_profit_rule,True,medium,ambiguous,"111:45 for me, a trading terminal. It's helpful.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,tp_220,take_profit_rule,True,medium,ambiguous,"113:10 trading. If this hits TP, the one minute.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,tp_360,take_profit_rule,True,medium,ambiguous,111:42 really wasn't very good I'm going to say.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,tp_364,take_profit_rule,True,medium,ambiguous,111:47 being um so yeah Target still would have.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,tp_366,take_profit_rule,True,medium,ambiguous,112:43 a tp2 on this trade probably yes because.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,tp_064,take_profit_rule,True,medium,ambiguous,111:40 have the best structure we just came up.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,,,
needs_review,,tp_212,take_profit_rule,True,medium,ambiguous,111:41 feature. I just don't like trading on a.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,tp_221,take_profit_rule,True,medium,ambiguous,"113:41 of TP. Let's take a look. Momentum. Oh,.",First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,,,
needs_review,,prop_093,prop_firm_risk_rule,True,high,ambiguous,"looking at the fact that trade wins and that's what makes it good, then you're not trading properly. The only thing that makes a trade good is it follows.",The Trading Strategy That Changed My Life - RD Concepts Full Guide.txt,36:45,,
needs_review,,prop_034,prop_firm_risk_rule,True,high,ambiguous,never properly traded on Trading View.,Finally Trading Futures For The First Time... (As A Forex Trader).txt,01:56,,
needs_review,,prop_078,prop_firm_risk_rule,True,high,ambiguous,and he never trade his life properly.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,53:57,,
needs_review,,prop_038,prop_firm_risk_rule,True,high,ambiguous,properly. So that's always.,First 5m livestream (1 win 1 loss) 12.5r trade on gj.txt,17:55,,
needs_review,,prop_084,prop_firm_risk_rule,True,medium,ambiguous,100:29 properly highly like the that this will.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,prop_085,prop_firm_risk_rule,True,medium,ambiguous,109:28 properly yeah I mean that's something.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,,,
needs_review,,prop_002,prop_firm_risk_rule,True,medium,ambiguous,very confidently forming a proper low of.,+8RR in 2 Days Using Liquidity Supply & Demand (5m Strategy).txt,07:17,,
needs_review,,prop_004,prop_firm_risk_rule,True,medium,ambiguous,"when we have a proper swing low, we know.",+8RR in 2 Days Using Liquidity Supply & Demand (5m Strategy).txt,07:22,,
needs_review,,prop_009,prop_firm_risk_rule,True,medium,ambiguous,anyways though if it was traded properly.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,13:16,,
needs_review,,prop_010,prop_firm_risk_rule,True,medium,ambiguous,okay let me check mys said properly so I.,5m livestream + Backtesting cj which has returned to the main pairs list.txt,21:45,,
needs_review,,prop_013,prop_firm_risk_rule,True,medium,ambiguous,out it doesn't show the candles properly.,5m livestream liquidity supply & demand strategy - Trading gbpjpy and gold.txt,93:28,,
needs_review,,prop_018,prop_firm_risk_rule,True,medium,ambiguous,make the prop firms kind of I mean it is.,89% Winrate Trading Strategy - Live Backtest with My Discord.txt,89:43,,
needs_review,,prop_024,prop_firm_risk_rule,True,medium,ambiguous,especially considering the proportion of.,91% Winrate Day Trading Backtest Session.txt,40:41,,
needs_review,,prop_025,prop_firm_risk_rule,True,medium,ambiguous,proportionally to the pips there's going.,91% Winrate Day Trading Backtest Session.txt,43:10,,
needs_review,,prop_030,prop_firm_risk_rule,True,medium,ambiguous,properly but first off I'm going to talk.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,03:31,,
needs_review,,prop_033,prop_firm_risk_rule,True,medium,ambiguous,trade with your risk parameters properly.,FULL course for LIQUIDITY supply and demand best NEW trading strategy 2025.txt,48:33,,
needs_review,,prop_062,prop_firm_risk_rule,True,medium,ambiguous,black candles that can form a proper low.,Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,16:26,,
needs_review,,prop_065,prop_firm_risk_rule,True,medium,ambiguous,"consolidation, formed a proper low right.",Liquidity Supply & Demand Scalping Strategy FULL COURSE (Updated 2025).txt,16:47,,
needs_review,,prop_074,prop_firm_risk_rule,True,medium,ambiguous,you'll see proper winning conditions and.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,30:16,,
needs_review,,prop_075,prop_firm_risk_rule,True,medium,ambiguous,properly n 100 I'll try that as well and.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,37:60,,
needs_review,,prop_080,prop_firm_risk_rule,True,medium,ambiguous,set up properly afterwards so I just got.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,90:01,,
needs_review,,prop_081,prop_firm_risk_rule,True,medium,ambiguous,properly for YouTube videos and stuff as.,Live backtesting - UK100 new pair found - gold and nas100 are trash!.txt,90:08,,
needs_review,,prop_095,prop_firm_risk_rule,True,medium,ambiguous,formed like a a proper low. It's not the.,This Strategy Is Ridiculous on The 5m Timeframe.txt,01:42,,
needs_review,,prop_096,prop_firm_risk_rule,True,medium,ambiguous,I'll go back and properly back test this.,This Strategy Is Ridiculous on The 5m Timeframe.txt,03:14,,
needs_review,,prop_006,prop_firm_risk_rule,True,medium,ambiguous,properly and looks like this one to 2.5.,"1 week, 8 trades, 10.5% - Live Trade Recordings.txt",11:13,,
